Id,Age,Review_Title,Review,Pos_Feedback_Cnt,Division,Department,Product_Category
4934,35,Didnt love it,"While there is nothing wrong with this top, it didn't really have an retailer feel. it looked more like something from a dept store, maybe a boutique. i got on sale but sending back bc i just don't like it that much, especially next to my pale skin. i could see it looking much better in someone with darker skin tone. i'm usually a 8/10 med. small in this top fit well.",2,General,Tops,Blouses
3539,23,Not for the uber-curvy,"So much about this clothe is wonderful - the fabric is a nice weight, the color is gorgeous (i got this in the blue), the length on the petite hits right above the knee. unfortunately, i got a 12p - my usual size in antho clothees - and the elastic waistband was on my boobs rather than under them. i've got a sizable bust (36g), so this happens from time to time. i'm exchanging for a regular, which hopefully will have a little more room, but busty gals beware! at least it's not too low cut!",1,General,Clothes,Clothes
19933,30,,"I wanted these jeans so badly! i originally ordered them in my regular size -a 27. they were too big even for a tomboy fit, so i ordered a 26. the size 26 order was backordered and then cancelled. i am so sad! i would completely buy these if i could get them in my size. they are so soft and beautiful. i love ag's quality.",0,General Petite,Bottoms,Jeans
3151,43,Fits well,It's a unique piece and feels very comfy for casual wear - lots of compliments.,0,General,Tops,Knits
12937,63,Magnificent but not for me.,The clothe is adorable and has a very nice fabric and a slip that goes underneath. it was just too big for me even as a swing clothe.,0,General Petite,Clothes,Clothes
21936,39,Magnificent top!,"I love this top. i am 5'8"", 135, 36d, ordered a small and it fit excellently. length is long, but i liked it. i paired it with grey jeans and black wedge boots...love this top!",1,General,Tops,Blouses
1887,39,Magnificent day/night trousers,Adorable and amazing quality. true to size. i ordered a 6 and fit excellent.,0,General Petite,Bottoms,Trousers
3747,41,Magnificent clothe!,"Just received my clothe today and i am pleased with the quality of the clothe. i am small on top , small waist with hips and a heavy bottom . i normally. wear a size 8 clothe , so i ordered this clothe in a size 8 and it was a excellent fit . the material is soft and so comfortable . the zipper was not a issue as mentioned in the other comments . i can't wait to wear this ! my new preferred clothe .",3,General Petite,Clothes,Clothes
263,56,Pretty denim coat,"This is a excellent coat over any shirt, tee, or clothe. coat is well made and goes with anything!",2,General Petite,Coats,Coats
1297,34,Size up if busty,"I agree with the other reviewer that the color isn't as pink in person and more subtle. my thoughts below on some other things:
__________
pros:
- pockets! makes it so fun and chic with the overall style.
- the material is lovely and breathable. i didn't find it sheer at all! of course, i didn't wear it outside the clotheing room. the material is thicker but it hangs on the body well.
- runs ""mostly"" tts. i only tried on the medium and it fit everywhere being slightly tighter in the chest. i",19,General,Clothes,Clothes
22836,52,A special piece,"Upon entering a local retailer store, i saw this top almost instantly and decided to try it on. 
fyi: 36c, broad shoulders/back, high waist, 5'3"" (almost), and i normally wear a 12 in a fitted, button-up shirt. i can go down to a 10 in a loose-fit one, but with the buttons i wouldn't expect this to be ""loose-fitting"". i wear a m or l in a knit top. i tried this on in 12, but it was too big in the armholes and chest, causing the top to stand out too much from my body. when i tried on the 10, these",16,General,Tops,Blouses
18247,45,Wowsa!!,"Love this clothe. i think i scored the deal of the year with this one. found it in my local retailer store. it had been in my ""save for later"" forever but i couldn't bring myself to pay full price... then it sold out in my size online. i was in my local store browsing the new items on sale with the additional 40% off, and there it was 1, and only 1. and my size.... i picked it up, noticed the cut outs that are not very apparent in the online photos, but it back, picked it back up, put it back.....",2,General,Clothes,Clothes
19410,39,Pretty and kind of unique,"I am not sure why so many gave only 3 stars, yes, this top is for a strapless bra, my bra top (where the strap starts
0 was showing, but so nice... shape was ok for me, it does go in at the hem, givinng a bubble-like shape, but it's part of the charm. i dnd't experience the loose straps, but didn't pay attention to that when i tried it on. also didn't notice the stitching was red in the store, but checked, and yes, that's true... love it.

not an online exclusive, as it was in my store, i pur",4,General,Tops,Blouses
14928,40,Sweet clothe,This is an awesome go to for clothey or casual! wore it with booties for a dinner and flats for temple and was excellent for both! lace is a little delicate but worth the extra care!,0,General,Clothes,Clothes
22450,52,Fragile fabric,"I love the look of this sweater, but just bought and put on at home and noticed 2 pea sized holes in fabric, near arm holes, but not on seams. not sure if i bought this way and did not notice or if fabric is just incredibly delicate. will try to repair but scated this will not hold up... look it over carefully before you buy, they kind of look like moth holes...",0,General,Tops,Knits
1260,59,Excellent for summer,"I purchased this top in white. it is see through so i wear a tank or cami underneath. i usually wear xs or s in retailer tops and in this one, i purchased the xs, but wish i had bought a s. the problem is the top is just small enough to pull slightly between the top two buttons. for reference, i am 5'6, weigh 128 lbs, 34b bra size, 28 jean size, and small boned. i currently carry most of my weight in my hips and waist. my normal weight is 110-112 lbs and i add this to point out that i am out of sh",1,General Petite,Tops,Blouses
21266,40,Versatile and unique,"I ordered this shirt with some trepidation after reading the one-star reviews. i was, however, pleasantly surprised when the shirt arrived and i put it on. i agree the sleeves are a bit on the slim side, noticeable mostly because the fabric doesn't have any give. the shirt fabric itself is both billowy and substantial and the embroidery work gives the shirt an expensive (because it is) and unique look. the shirt body is not as slim cut as it appears in the pictures; the darts open out to a much",0,General,Tops,Blouses
6711,25,Poor quality,"Very disappointed. ordered two sizes, the fraying of the embroidery was so bad on one of the clothees i wouldn't have worn it and the zipper was sticking. the second clothe had fraying and loose threads as well and the seams at the shoulders were not properly sewn which made the lace at the neckline completely crooked. some of these issues would maybe be acceptable if the clothe was under $100 but at $228 they are not. returning both sizes.",16,General,Clothes,Clothes
11414,59,Slenderizing fine fit,"I'm a curvy size 8, and these trousers fit 
beautifully. 
they're a fairly narrow (cropped) leg, with a slight flare. i'm happy and ordering another pair.",1,General,Bottoms,Trousers
21951,32,"Comfy tee, but beware of color names!","I received this tee in grey as gift and immediately went online to buy another!

beware because the color names are confusing. i originally thought it was a mix up in the naming on the website so i ordered the ""red"", thinking i'd get the red colored tee. however, the ""red"" tee is actually a light orange color. the ""orange"" tee is actually a burgundy/red color.

i ended up keeping the orange colored tee although i actually wanted the red color, because i really do love the quality of this shirt!",0,General Petite,Tops,Knits
22828,34,,Beautiful shirt for a magnificent price. i love a good striped shirt and i got it on sale!,0,General,Tops,Knits
19412,46,"Orange color was pretty, poor quality fabric",I ordered a size 16 in the orange. it ran a size smaller than normal size 16 maeve tops. the quality of the material was terrible. it wrinkled and was also so thin that you need to wear a tank underneath. that messes with the look of the lace on the top. the color of the orange was gorgeous.,0,General Petite,Tops,Blouses
19889,62,Love this,I'm obsessed with this top. i actually love that the sides are a bit higher than the front and back. i feel like that gives it shape. i bought jeans similar to the pic here and they look so good together. love!,8,General Petite,Tops,Knits
20756,26,I like the feel of the fabric but...,It feels soft and like a good quality. however it really does run large and long. i was looking for a loose tank but this one was almost a tunic on my short height and even with a cardigan to give it a shape didn't work out. i also thought it would shrink in the dryer but it didn't. also wrinkles easily.,0,General,Tops,Knits
9445,24,Cute and comfortable,"This has become a go-to work staple in my closet. soft, with a relaxed fit, makes this a very easy piece to work the day away in while still pulling off a clothey casual appropriate for my office. highly recommend",0,General Petite,Coats,Coats
8615,62,,,0,General Petite,Intimate,Lounge
20590,36,Excellent so far...,"These trousers are very cute for spring/summer, and i enjoy having the option of a looser silhouette with a bit of length (nearly all of my trousers are a cropped skinny these days!). i agree with the other reviews that have described the leg as being less straight-legged than they are pictured. on me, they have a subtle flare -- nothing important, but just enough to break excellently over my shoe. they fit tts on me, but i did need to have the hem taken up. i'm 100 lbs, 5'0 and the 0p fits excellently. i hav",5,General,Bottoms,Trousers
1111,65,Cute trouser,"Unfortunately i had to size down twice with there trousers. magnificent feel, they're soft and the grey is a soft color.",1,General,Bottoms,Trousers
13772,23,"High quality, on trend","I love this tunic! it runs slightly large. i ordered my usual size small (i am 5'4'' 125lbs) and it is a looser fit but falls nicely. i wear it as a clothe, and the blue/gray color is so pretty!",1,General,Clothes,Clothes
16195,54,,Excellent spring transition piece-- saffron yellow but medium weight and breathable. this color is in for spring and the excellent blend for a not too warm cover up!,3,General Petite,Tops,Sweaters
6273,40,"Cute, but runs larger than large","I really liked this top the minute i saw it online, long enough and elegant at the same time. i'm 6 ft tall and i like to wear my stuff loose & have my back well covered. i usually get m/l depending on the fabric and style, got this top in l. this top however turned out to be larger than expected, there is plenty of room on the sides, and that bottom part is made of a thinner cotton material. the fabric of the top is not as soft as it may look, but the pullover is still very cute, maybe after fe",0,General,Tops,Knits
9642,27,Misleading photo,"I would have loved this sweater if it were true to the picture but the stripes are gray, not white. either i got a strange one or (as happens to me sometimes with retailer) the pictures are very misleading. disappointed because i wanted to love this.",2,General,Tops,Sweaters
2035,30,"Good concept, poor product","I loved the aesthetic but as a true hourglass shape, i was frustrated that it didn't have a little more give as i tried to pull it over my head. the fabric was stiff, and seemed to be lace over cotton? not entirely sure. i couldn't get past the feeling off the material.",0,General Petite,Tops,Knits
22519,48,Cute sweatshirt,"I ordered the large, but it swallowed me. the store happened to have a medium, so i was able to make an exchange. the medium fit excellent. i'm delighted to include this in my wardrobe!",0,General,Tops,Knits
14537,36,Arms=super tight,"I was excited to nab this lovely because i am a sucker for a faux layered look. i am usually an xs or s, depending on the designer so i went with xs in this top based on reviews that it doesn't drape well. i barely got my arms into the sleeves. i thought maybe it was a mistake and i received a child's size?  i eventually did get it on but barely got it back off. size up 1-2 for comfort if you have to have this girl. i was bummed my local retailer did not have a m for me to try. returned.  for ref:",0,General,Tops,Knits
11581,39,"Nice colors, warm, but a bit boxy","So i recommend wearing with something more fitted, or with a flare (jeans), or tucked in like the picture. i love the detail of hte polka dot on the sleeves and collar (inside), so if you leave the collar open or roll the sleeves up a bit, you see hte contrast.
it is a bit short, and i am petite, i ended up with regular size anyway otherwise, it may have been too short.

colors are nice, and i love the material, it is very soft and hoepfulyl warm (my orffice is freezing). should ahve grabbed it",1,General Petite,Tops,Blouses
3284,62,"Unique, casual top","I was drawn to this top due to its unique detailing and soft, casual cotton feel. i wear a nude bra underneath with no problem. i'm 5'5"" 120 (34c) and the small hits right at my hips, so it's not to short or too long. i often wear an xs in tops and i didn't even try on the xs in this one because i felt the small fit just right. with the cutout detailing, i'll hand wash this. i hope it holds up.",0,General Petite,Tops,Knits
10938,39,Pretty but short,"I tried on the 00p in the store as a return, adn though it would fit (super stretchy)hte clothe ended up mid thigh for me... gorgeous design and make though, the buttoning is incredible, buttons and clasps to keep the clothe closed. love love, wish htey still had my size (0p or 2p ) to try if hte length would be better (or regular size)",0,General,Clothes,Clothes
4912,29,Winter staple,This bodysuit will be a staple for me this winter. i wear it own its own and under just about everything. i just ordered another one!,1,Initmates,Intimate,Layering
15043,56,A bit petite,"Very nice design and color (beige). however, i am 5'1"", 118# (athletic# and i thought the petite small was a bit too short #even for this cut) and just a bit too tight in the upper arms when wearing over a light-weight long sleeve clothe. may work well over sleeveless. will see if a regular small fits better, but then the sleeves will be too long and not easily hemmed like the petite sleeves can be. the fabric is a bit felty for a boiled wool, but not a deal breaker.",11,General,Tops,Sweaters
11845,47,,"So pretty and flattering. it's my new preferred blouse. it's also really comfortable. i do not tuck this one in. i love the knit material makes it extra comfy and breathable. the colors are very pretty and wearable. the quality and cratsmanship are impressive. it has a straight bottom hem and slight boxy cut which i like. i am 5'3"" and weight 126 lbs. i ordered the small , but i was going go a slightly bigger comfy fit. i couldn't be happier with this purchase.",0,General Petite,Tops,Knits
15423,23,Love 'em,"The wash is just as pictured, and the fit is magnificent, i actually got a 29 when i usually wear a 28 but when i wear a belt with them they hug the waist excellently. im always on the search from 28"" length however these jeans are a 30"" and still look excellent if i roll them up once.",2,General,Bottoms,Jeans
13219,41,,I ordered this clothe on a whim because of the 20% off on mother's day weekend and i am so glad i did. this clothe is very flattering. i have a hard time finding clothees that are a little loose but don't make me look fat. this clothe has just the right cut. i recommend it for anyone who likes something not to tight but also flattering.,15,General,Clothes,Clothes
5727,41,Magnificent shirt!,"I love this shirt for a throw on and go.  hangs nicely and fits magnificent.  colors are more vibrant in person.  i love mauve, i think they do a magnificent job with their designs!",2,General Petite,Tops,Blouses
23242,36,Best jeans ever!,I just bought these jeans and i completely love them. they are my new preferreds. i like them so much i am buying another pair. i am short but always wear heels and these are excellent in every way. slimming as well.,1,General Petite,Bottoms,Jeans
16749,38,Unique,"I love this top! i just bought it on sale so the price was magnificent but it would have been totally worth it paying full price! magnificent quality, unique, and magnificent fit. i look forward to wearing it all year!",0,General,Tops,Blouses
3906,39,Just as pictured.,"This clothe is so pretty in person. the colors are magnificent - the blue and green and just beautiful in person. the fit is tts. i happen to have a blue belt and could style it just as the model has, but really it doesn't need it. it is super flattering even without a belt. i am just a hair shy of 5'5"", and i cannot wear flats or it would drag the floor. but adding a 2 1/2"" wedge is excellent to keep it off the floor (no hemming needed). i don't usually pay full price, but i am glad i did in this case.",14,General,Clothes,Clothes
5371,83,Omg! gorgeous sweaters!,"I just received these sweaters............couldn't decide which color i liked best....blue and green are my favs.
and so i ordered them both!
they are a wow !
i am totally in love with both of them.
they are sooooooooooooooo beautiful!
beyond my wildest expectations!
i wear a size 8 and ordered the size 2 and it fits excellently......a 2 is a size medium per call to retailer before i ordered.....and 1 is small, ad 0 is extra small.
this is a bulky, cuddly winter sweater with a touch of glam w",1,General,Trend,Trend
13107,42,Wonderful & comfy,"This lovely number met all my expectations. ordered an xl, and glad i did. the fabric and styling has flattering drape and it can be clotheed up or worn for a casual night out. if it was available in another classic color, or a subtle neutral pattern i'd probably purchase a second one (hint hint retailer).",1,General,Clothes,Clothes
20150,48,Heavenly,"Looks just like it does on the model. i am 5'130lbs and the ps fits excellently. i wore mine with a t and wedges. adorable and more importantly, comfortable! flows nicely without being distracting. got lots of compliments.",4,General,Bottoms,Skirts
20745,51,Beautiful skirt,"This skirt is classic, very high quality and even better in person. it runs true to size. the material is slightly thick and will be magnificent for fall, winter and early spring. my only complaint is, i wish it had pockets. i love tracy reese designs. i can't wait to wear this for thanksgiving.",6,General,Bottoms,Skirts
11491,36,Lovely top with one flaw,"The quality of this top is wonderful. thick enough to prevent see-through, but thin enough to create a beautiful drape. the fringe details are lovely. the top is slightly roomy (ranks between ""true to size"" and ""runs large,"" i.e., leaves room in the back when i clasp my hands together and stretch them out in front of me), but not really enough to size up. i'm 5'-4"", 120 lbs., athletic build, and the small fits well. my only issue with the aesthetic is that the pattern of the lace on the upper pa",0,General,Tops,Knits
15875,53,Got two colors!,"I ordered the navy, which is really stunning, by the way-and the cream. i asked my husband to choose the color for me and he asked me to keep both of them! there you have it. that should say it all! it is a beautifully done lace with an attached camisol liner which, if i'm not mistaken is on snaps so that you can remove it and wear your own cami if this one has a weird fit for you. the navy is really pretty due to the stark contrast of two shades of blue. as i said, my husband saw the cream colo",0,General,Tops,Blouses
18222,53,,"I am very petite, however, fuller on top (34ddd). this top looks fabulous! it is cut in such a way that every part of your body looks slimmer. goes with jeans, clothe trousers of skirt. i highly recommend.",1,General,Tops,Blouses
19318,51,Short torso and static cling problem,"This top is pretty and i'm sad it didn't work out for me. i'm 5'9, 145 lbs and i found it to be short and boxy in the torso (tried on a s, m and l). also material in the front is super staticky - i hate that feeling.",0,General,Tops,Fine gauge
10738,45,Lost in translation,I loke the idea of this coat but it was executed poorly. it makes me look like a football player! i am 5'8 135/athletic build and i was swimming in the m. i tried a small on in store and it still looked like i was wearing shoulder pads. it hangs and gaps awkwardly. the sleeves are freakishly long and the overall length was too short.,0,General,Tops,Knits
17577,49,Pure love,"I completely love this light, soft cardigan. i don't think the pic does it justice. the black longer blouse takes away from it. i wore it to work with a white button down and received so many compliments. only wish it came in additional colors.",0,General,Tops,Fine gauge
3495,39,Unique and a magnificent fit,I love tiny tops- they fit magnificent. i buy a small. i wish this was a henly style like some of their past versions of this embroidered style top but i still ike it and will get a lot of wear out of it. at first i thought it was too much detal but it grew on me after pulling an outfit together. won't dissapoint.,0,General,Tops,Knits
12119,48,Go anywhere top,"This is a magnificent ""go to"" top. it isn't too low, too tight, too clothey or too casual. i'm 5'1 and ordered a small petite. it fits excellently, especially under the arms, (where tops always show my bra) & it doesn't go ""too"" low. i have to admit, i purchased the dusty rose color, i'm not sure how magnificent it complements my olive skin, but i love it anyway.",0,General,Tops,Knits
4821,37,,"Magnificent shirt!! i bought the red penguins and its adorable. i am returning it however b/c the size i bought was too big, with that said it was my error not the brand. i think it runs true to size.",1,General,Tops,Blouses
9327,51,Love!,"I'm so happy i decided to take a chance and order this top. it is gorgeous! so flattering on, the excellent length, beautiful colors. i could go on and on. peplums can be tough but this one hits excellently on me. runs true to retailer sizing so stick with what you normally order. i'm 5'6"" and 125lb and the s was for me.",14,General Petite,Tops,Blouses
18134,31,Beautiful clothe,"Love this clothe! very feminine and flattering. i would say that it runs true to size, or a little big. size down for a snug fit at the waist.",1,General,Clothes,Clothes
10355,58,,"I'm in between a medium and a large and i ended up with a large because of the sleeves, which are fitted. the sleeve looks loose on the model, but i have some muscle on my bones. the v-neck is a little low and i will probably war a cami underneath, something i would have done in a medium as well. overall i like the top, i got the green. it has a nice style and will stand alone in warmer months without a coat or sweater over it.",1,General,Tops,Knits
1184,55,So flattering!,"I tried this on in the store in a regular medium and the size was fine, just the length. fortunately retailer will ship for free if you need a petite! i'm so excited to get this. i'm 5'1 and a bit busty, and the medium fit excellent. its very flattering and so comfortable! excellent for a hot summer day. or as the cute clerk in the store had it styled with a cropped jean coat and a fun necklace. the styling idea's are endless. i'm waiting by the mailbox for it to arrive!",6,General Petite,Bottoms,Trousers
13501,29,Oversized bag,"This sweater has the weirdest stitching, although the buttons on the sleeves are a nice touch and the hunter green color is to die...poor fit means poor sweater :)",0,General,Tops,Fine gauge
5420,44,Looking sharp!,"I saw this and the ""giddy up"" tees at the store, and it was so difficult to decide because they have their own uniqueness. unlike the giddy up tee, this tee has no embroidery, but saying it has just patterns is underestimating it. the pattern is a work of art, it has cowboys, ranch scenery, cacti, and the earthly colors are gorgeous for all seasons (especially for those who still have a leftover summer tan). the hem of the tee is a bit round which i thought is unique and versatile for tucking in",0,General,Tops,Knits
16680,63,Magnificent summer shirt,"I can tell this is will be a ""go to"" shirt this summer. simple lines, yet a little ""different"" style - soft stripes, slits on the side seams and short, but not too short that it bares the stomach. it will look magnificent with jeans, clotheier with slim white trousers or skirt or a pair of nice shorts. i don't usually go for button-down shirts, but this one was a bit unusual and caught my eye immediately. the fabric is soft yet holds it's shape.",0,General,Tops,Blouses
5842,58,,I love these trousers! so comfortable and the material is so soft.,0,General,Bottoms,Jeans
18374,43,,"I love the color, which is eye popping without being gaudy. i am 142lbs, 5' 4"" and got size 4. it goes beautifully on my slightly brown skin. the length is just above the knee and the fold of the clothe in the front adds that extra touch of oomph. it does have wide arm holes so a bra, even a strapless one, could be tricky, although it wasn't a gaping hole for me. i think i could wear it over a green bikini-like halter bra and take care of the arm issue.",1,General,Clothes,Clothes
5369,59,,"This came in the mail today. i wasn't sure of my size, so i ordered a s & m. i tried on the small first and it fit excellent. i never tried on the medium. fyi, i'm 5'5"", 125 lbs., & 34a in the chest. this coat is a keeper.
it is so soft & comfortable on; i love olive as it goes with everything; it can be super casual or clotheier depending upon what you're wearing. i also like that it is collarless as that better allows for a wrapped scarf. i will use this coat a lot.",5,General Petite,Coats,Coats
17775,45,,,0,General Petite,Bottoms,Skirts
22696,23,Beautiful,"I almost missed this, i snagged it during the black friday sale online. i got an extra small and it fits magnificent-not too fitted. the back is a cotton material with some stretch to it. the embroidery is beautiful.",1,General,Tops,Knits
18495,29,"Bright, classic, and all around lovely","These culottes are beautiful! really pretty cerise shade with a nice eyelet pattern. they are only partially lined. the size small, my normal size, was falling off of me so i sized down to extra small which fit excellently.",0,General,Bottoms,Trousers
197,38,Love everything about this skirt,"Unlike the other reviewers, i did not have any problem with the sizing, fit or length of this skirt. it is a midi skirt so i think it's suppose to be a little bit longer?? for me it fit true to size. for reference i am 5'8"", 135 pounds and the size 6 fit excellently. i think the color is beautiful and the quality is good.",3,General Petite,Bottoms,Skirts
23412,32,,Love the look! it's a little tight but i still like it.,0,General Petite,Tops,Knits
504,57,"Feminine, flattering, versatile","The combination of vintage and bohemian styles seems as if it would be flattering on all figure types. and i love the combination of smaller and larger prints. the only thing i didn't like is that on the blouse i received, placement of the larger print on the bodice is asymmetrical (unlike the photo). it might not bother some customers, but it wasn't what i was expecting, so i ordered a new one. i may keep it even if the second one is off, because other than that small thing, i think the top wou",0,General Petite,Tops,Blouses
11559,54,Comfortable top,I have these tops in white and blue. very comfotable to wear. the back part swings with movements and is flattering. good price so i got one for my daughter!,0,General,Tops,Knits
14026,51,Superb statement coat,"One in every fifteen items of retailer clothing fits. this coat is one. easy to grab and keep chill away. hood snuggles up as cozy collar when not worn up. model in photo must have orangutan arms, sleeves hit at wrist on this wearer with shortish arms.

boiled wool fabric is light, which is magnificent for layering. lovely transition fall to winter transition piece. statement coat that will live on next season and beyond.

thank you, rosie neira.",0,General Petite,Tops,Sweaters
20875,31,Comfy and flattering,"Excellent fit. this clothe is super flattering, the criss-crossing fabric at the bust looks awesome on. the fabric is a little bit thicker through there which is nice for coverage. the skirt is light and airy and the pattern is so pretty! the excellent spring to summer clothe!",0,General,Clothes,Clothes
8241,34,So soft,This will be a cardigan i will wear across all seasons. if you want to layer a button down or another long sleeve shirt under it i would suggest sizing up one size. as soon as i put this on it felt like it molded to me. it's beautiful! and comfortable.,1,General Petite,Tops,Fine gauge
3455,49,,"Bought the pink color in the store and just loved the way that they fit me. i ended up ordering the light blue. excellent for a cool summer evening. can be worn with sandals, wedges, or converse sneakers!",0,General Petite,Bottoms,Trousers
6735,62,"A knockoff, so what?","This clothe is gorgeous, flattering, oood quality and, in my opinion, better than the erin fetherston clothe because of the black, rather than nude liner, which really brought our the beautiful embroidery. come on, practically everything in rtw is a knockoff of something. i do have to comment that the slip is quite snug, though, but at least it's stretchy. that being said, it still had a bit of a tendency to creep up. i was glad i had a black half slip on as well. the fit is tts but a bit short wa",3,General,Clothes,Clothes
3743,24,,Beautiful clothe! the pics online do not do any justice! i got compliments all day!,0,General Petite,Clothes,Clothes
2146,60,Amazing!,"This tee is amazing! it is so soft and comfortable. and is magnificent for those of us who are tall, it has magnificent length! i went with a medium because i didn't want it too tight. i really hope that retailer restocks soon because i want to buy one in every color!",0,General Petite,Tops,Knits
9117,27,Cute but color different than pictured,"I purchased this sweater in the grey color and loved it so much i decided to buy it in purple as well. however, when i received it, the color was much much darker than pictured and even looked black sometimes. decided to return :/",0,General Petite,Tops,Fine gauge
4670,31,Super soft,This shirt is super soft and comfortable! luckily it's a good length and not at all short!,0,General,Tops,Knits
16588,35,Runs very small,"Tried this clothe on today in the store. i am a size 10, sometimes a size 8. the size 12 was the first size i tried that zipped all the way up. however it was still very tight around my stomach and bust. and then from having to size up, it flared out too much at the bottom for my liking",9,General,Clothes,Clothes
13080,45,"Beautiful, but runs small","This clothe is very well-made, fully-lined, and overall quite beautiful. however, i will have to agree with the other reviewers who say that it runs small. i am typically a solid medium in retailer clothes (5'9"", 36b, 155 lbs., apple shaped, long torso), but the medium in this is skin. tight. not a good look. the large fit much better and i did not find the skirt to be like a pencil (the fit is like the picture) and the length is at the knee. anyway, interesting that there is a such a huge differen",0,General,Clothes,Clothes
23203,27,Beautiful chemise,"This is a very soft and feminine chemise. it is a little more see thru than i had anticipated, but i still love it!",0,General Petite,Intimate,Lounge
11182,59,Beautiful blouse,"In truth, it looks better in the photo. i am sure it was a magnificent value for the money i spent. however, i am keeping it because it will match excellently with a pair of satin trousers i want to wear to holiday parties.",2,General Petite,Tops,Blouses
16570,60,,"Love the design of this denim clothe. so unique! i did buy a size larger than i would have normally looked at based on reviews. if on the fence, go up but do get this one. it has no stretch, so a size 8 waist measures 15"" flat, with 17 under the arms. not really for big busted girls. i am 5'8"" and the length is right at lower knee. worth the sale price for sure!!",1,General,Clothes,Clothes
16218,40,Oh my oh my,"After reading all the reviews and sizing down one size. i got my top size m, i usually wear m/l depending on the style. i'm 6 ft tall, 160 lb, i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though, and very nice pale peach color. no would not recommend, unless you wear 3xxxl",0,General,Tops,Knits
18504,47,Sad :(,"I love this top so much online. i received it yesterday in the mail and unfortunately i am very disappointed.  there is nothing wrong with the quality but i do think it looks more appealing online. also, this top is probably not for anyone with a large chest. it looks nice and drapey on the model. when i put it on it just makes me look fat and the top (thanks to my 38dds) looks more like a swing top. i'm sure it's a lovely top on very thin people with a smaller chest.",0,General,Tops,Blouses
9721,73,Every woman's cami,"Looking for the excellent camisole that smooths the flab, keeps you warm or cool as appropriate, doesn't ride up, and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down, but once you do, you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age, middle-body flab. for sizing: i wear a size 4 in most clothes, and in this cami, i can wear a small/medium or a medium/large. the former pulls in more, but the later gives m",3,Initmates,Intimate,Layering
2280,64,Wow!,"I bought this clothe to wear to a wedding and it is a stunner! really one of the most gorgeous clothees i've ever owned. it is very very fancy and really i'd say most appropriate for a black tie event, an evening wedding or a mother of the bride or groom. superb quality... just amazing! i have a few bryon lars clothees and this one seems to run about true to size. the others i own seem to run a little large.",3,General,Clothes,Clothes
15278,43,Another beautiful byron lars,"This is my third byron lars and as usual it is completely gorgeous and so worth the price. it completely flatters the body and all the details add so much interest, creating a very unique clothe.",0,General,Clothes,Clothes
2339,32,This shirt got me a job,Wore it to an interview. the color is fantastic. it's beautiful and artsy. highly recommend!,0,General,Tops,Blouses
7644,22,Cute but size up,"I tried on this skirt in stores and loved it. the only thing is, i'm usually a 2 or a 26 and had to buy a 6. for reference, i'm 5' 7 and about 120 pounds. if you want to tuck a light sweater or really anything in, i'd recommend you go up a size as well!",11,General,Bottoms,Skirts
3900,42,Love it,Love this kimono. design is bohemian and it will be a magnificent layering piece. can be belted over simple black clothe or layered with jeans and boots. almost didn't purchase because of the reviews concerned with fragile material but i didn't find that to be an issue once i felt the garment. magnificent piece for fall.,0,General Petite,Coats,Coats
69,56,Magnificent summer fabric!,"I really wanted this to work. alas, it had a strange fit for me. the straps would not stay up, and it had a weird fit under the breast. it worked standing up, but the minute i sat down it fell off my shoulders. the fabric was beautiful! and i loved that it had pockets.",1,General Petite,Clothes,Clothes
21609,39,So adorable!,"This top is so unbelievably cute! the fit is excellent and it goes with just about anything on the bottom. i personally styled mine with high waisted distressed skinny jeans and it looks adorable. its a tiny bit see-thru, so you do need to wear a tank under it.",1,General,Tops,Knits
7176,25,,,0,General,Tops,Blouses
13522,26,Disappointing,"This is a really nice quality clothe. it is a low-cut v-neck but the fabric is form fitting so its not revealing when u move. i love the top part of the clothe but the skirt just did nothing for me. it's a soft material but the skirt almost resembles a bath towel in look and feel. i am petite in size (5'0"" 100lbs). i will be returning due to the skirt being to loose on me in width rather than length. also, the center pleat of the skirt makes it look a bit odd. the skirt hit right at knee height.",20,General Petite,Clothes,Clothes
11053,43,Adorable versatile maxi - magnificent for tall girls,"I really love this clothe. it runs very true to size and is nice and long, but could be easily hemmed. i am 5'10' and have room for heels. the waist runs just slightly high and causes a slight flare out of the fabric at the hips but it is not a deal breaker. the cotton is super light weight and excellent for summer. some jersey fabric maxi 's can be super hot. i was surprised by the cost for the actual quality of the clothe.",4,General Petite,Clothes,Clothes
9481,58,Magnificent shirt...but colors fit differently,"I love this shirt. i actually bought two in black (my ""uniform""), then decided to order one in white as well. however, the white shirt fit differently than the two black ones! it was significantly shorter; over 2' shorter! while the black tee is the excellent length, the shorter white version wasn't flattering on me and kind of flared out around my waist...not the best look. that being said, i know the black shirt will be in heavy rotation for a while, and the people at retailer were very und",1,General,Tops,Knits
8197,44,Love this top,"I bought this in the store without trying it in the black. when i put it on, i loved it. so much so that i went back and purchased the black patterned one. equally as nice.",2,General Petite,Tops,Blouses
1349,28,Nothing special,"I ordered the grey/yellow ""here comes the sun"" shirt. it's cute, but it runs quite large and isn't special enough for the price. meh.",3,General,Tops,Knits
